1312200,1,0,1,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,0,2,YBK Jaiswal,Mohammed Shami,JC Buttler,legbyes,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,0,3,JC Buttler,Mohammed Shami,YBK Jaiswal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,0,4,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,0,5,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,0,6,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,1,1,JC Buttler,Yash Dayal,YBK Jaiswal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,1,2,JC Buttler,Yash Dayal,YBK Jaiswal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,1,3,JC Buttler,Yash Dayal,YBK Jaiswal,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,1,4,JC Buttler,Yash Dayal,YBK Jaiswal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,1,5,JC Buttler,Yash Dayal,YBK Jaiswal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,1,6,YBK Jaiswal,Yash Dayal,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,2,1,JC Buttler,Mohammed Shami,YBK Jaiswal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,2,2,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,2,3,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,2,4,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,2,5,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,2,6,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,3,0,3,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,1,YBK Jaiswal,Yash Dayal,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,2,JC Buttler,Yash Dayal,YBK Jaiswal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,3,YBK Jaiswal,Yash Dayal,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,4,YBK Jaiswal,Yash Dayal,JC Buttler,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,5,YBK Jaiswal,Yash Dayal,JC Buttler,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,6,YBK Jaiswal,Yash Dayal,JC Buttler,NA,0,0,0,0,1,YBK Jaiswal,caught,R Sai Kishore,Rajasthan Royals
1312200,1,4,1,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,2,JC Buttler,LH Ferguson,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,3,SV Samson,LH Ferguson,JC Buttler,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,4,SV Samson,LH Ferguson,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,5,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,6,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,1,SV Samson,Rashid Khan,JC Buttler,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,2,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,3,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,4,SV Samson,Rashid Khan,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,5,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,6,JC Buttler,Rashid Khan,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,1,SV Samson,LH Ferguson,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,2,SV Samson,LH Ferguson,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,3,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,4,JC Buttler,LH Ferguson,SV Samson,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,5,JC Buttler,LH Ferguson,SV Samson,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,6,JC Buttler,LH Ferguson,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,1,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,2,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,3,JC Buttler,Rashid Khan,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,4,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,5,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,6,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,1,JC Buttler,HH Pandya,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,2,SV Samson,HH Pandya,JC Buttler,NA,0,0,0,0,1,SV Samson,caught,R Sai Kishore,Rajasthan Royals
1312200,1,8,3,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,4,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,5,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,6,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,1,JC Buttler,Mohammed Shami,D Padikkal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,2,JC Buttler,Mohammed Shami,D Padikkal,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,3,JC Buttler,Mohammed Shami,D Padikkal,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,4,JC Buttler,Mohammed Shami,D Padikkal,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,5,JC Buttler,Mohammed Shami,D Padikkal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,6,JC Buttler,Mohammed Shami,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,1,JC Buttler,HH Pandya,D Padikkal,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,2,JC Buttler,HH Pandya,D Padikkal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,3,JC Buttler,HH Pandya,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,4,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,5,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,6,D Padikkal,HH Pandya,JC Buttler,legbyes,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,1,D Padikkal,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,2,JC Buttler,Rashid Khan,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,3,D Padikkal,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,4,JC Buttler,Rashid Khan,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,5,D Padikkal,Rashid Khan,JC Buttler,NA,0,0,0,0,1,D Padikkal,caught,Mohammed Shami,Rajasthan Royals
1312200,1,11,6,SO Hetmyer,Rashid Khan,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,1,JC Buttler,HH Pandya,SO Hetmyer,NA,0,0,0,0,1,JC Buttler,caught,WP Saha,Rajasthan Royals
1312200,1,12,2,R Ashwin,HH Pandya,SO Hetmyer,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,3,R Ashwin,HH Pandya,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,4,SO Hetmyer,HH Pandya,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,5,SO Hetmyer,HH Pandya,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,6,R Ashwin,HH Pandya,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,1,R Ashwin,Rashid Khan,SO Hetmyer,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,2,R Ashwin,Rashid Khan,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,3,SO Hetmyer,Rashid Khan,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,4,SO Hetmyer,Rashid Khan,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,5,SO Hetmyer,Rashid Khan,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,6,SO Hetmyer,Rashid Khan,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,1,SO Hetmyer,HH Pandya,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,2,R Ashwin,HH Pandya,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,3,SO Hetmyer,HH Pandya,R Ashwin,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,4,SO Hetmyer,HH Pandya,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,5,SO Hetmyer,HH Pandya,R Ashwin,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,6,SO Hetmyer,HH Pandya,R Ashwin,NA,0,0,0,0,1,SO Hetmyer,caught and bowled,NA,Rajasthan Royals
1312200,1,15,1,R Ashwin,R Sai Kishore,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,2,R Parag,R Sai Kishore,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,3,R Ashwin,R Sai Kishore,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,4,R Parag,R Sai Kishore,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,5,R Ashwin,R Sai Kishore,R Parag,NA,0,0,0,0,1,R Ashwin,caught,DA Miller,Rajasthan Royals
1312200,1,15,6,TA Boult,R Sai Kishore,R Parag,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,1,R Parag,LH Ferguson,TA Boult,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,2,TA Boult,LH Ferguson,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,3,R Parag,LH Ferguson,TA Boult,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,4,TA Boult,LH Ferguson,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals